scope,row_i,sample_name,jaw,path,model_count,score_composite_mean_across_models,score_composite_std_across_models,score_composite,d21_f1,d21_iou,f1_macro,iou_macro,acc_no_bg,models_available
GLOBAL_MEAN_ACROSS_MODELS,0,01MAVHYZ,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01MAVHYZ,4,0.9471478753685159,0.021676943827435867,0.9471478753685159,0.9660100814982118,0.9347694127576442,0.949480775413361,0.907090563064279,0.940018315018315,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,1,01FR2S9H,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01FR2S9H,4,0.8739147637317808,0.07747973949404496,0.8739147637317808,0.9505152947823519,0.9092838600804212,0.8204177671784882,0.7742106981839308,0.9203296703296703,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,2,01AVY0SK,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01AVY0SK,4,0.9319359542215051,0.03664612352321044,0.9319359542215051,0.9382849062542282,0.885493844665024,0.947716702222552,0.9034573021550119,0.9485653235653235,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,4,OEIWQQMQ,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/OEIWQQMQ,4,0.761458942154402,0.03733158005197245,0.761458942154402,0.9654332060539961,0.9334826491647841,0.5892735678978507,0.525695788611765,0.7594627594627594,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,5,6BWQC0CT,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/6BWQC0CT,4,0.9656769750964542,0.0124236278716942,0.9656769750964542,0.9792066806398063,0.9594417961156906,0.9670623320887067,0.9372322070174978,0.9693223443223444,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,6,MC39MU3H,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/MC39MU3H,4,0.9561464638619241,0.023376614331378845,0.9561464638619241,0.9682833198437867,0.9388519374655693,0.9610118698001622,0.9270073459599608,0.9636752136752138,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,7,ASUXPX7O,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/ASUXPX7O,4,0.948536754987095,0.023610651359798965,0.948536754987095,0.9622149631710201,0.9274396476570326,0.9545130715908793,0.9152040220154603,0.9568070818070817,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,8,U1HFBZ1F,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/U1HFBZ1F,4,0.9541134199993634,0.01467319125382029,0.9541134199993634,0.9559754780484777,0.9160900253714603,0.9671053679232285,0.9373973559772697,0.9688644688644689,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,9,QVUPP39R,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/QVUPP39R,4,0.8882030287180507,0.04470959663328822,0.8882030287180507,0.8930506441354602,0.8126507652638146,0.9136297954143519,0.8530810311869305,0.91498778998779,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,10,017APYC4,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/017APYC4,4,0.9287956547199683,0.036077930735876014,0.9287956547199683,0.9473989483052553,0.9014750471318786,0.9314202956548825,0.8889644266144802,0.9429181929181929,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,11,F5NBC5X3,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/F5NBC5X3,4,0.9273539415845841,0.0405357775634828,0.9273539415845841,0.9331125543052474,0.8780921306691523,0.944843548098049,0.8983471096297924,0.9416971916971917,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,12,5JRH5J6E,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/5JRH5J6E,4,0.9063001200334986,0.05294683583673588,0.9063001200334986,0.9225446094199149,0.8597462740652737,0.9202747443324413,0.8598365169617234,0.9236874236874237,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
