epoch,lr,acc_all,acc_no_bg,f1m,ioum,precm,recm,loss,d21_acc,d21_f1,d21_iou,val_d11_acc,val_d11_f1,val_d11_iou,val_d22_acc,val_d22_f1,val_d22_iou
90,3.2703535443718344e-05,0.93412184715271,0.9121156334877014,0.8041166663169861,0.6733686327934265,0.7200247049331665,0.913364589214325,0.22529681523640951,0.9941830039024353,0.833351731300354,0.714312732219696,0.9941431879997253,0.830482006072998,0.7101061940193176,0.9947946667671204,0.7816761136054993,0.6415995955467224
91,3.0913311640795804e-05,0.9218916893005371,0.9187895655632019,0.7844870090484619,0.6469154357910156,0.6861581206321716,0.9198243021965027,0.2645632748802503,0.9932630062103271,0.8141505122184753,0.6865546703338623,0.9935547113418579,0.8175070881843567,0.6913420557975769,0.99466872215271,0.7777836918830872,0.6363716125488281
92,2.917180710321538e-05,0.9275416135787964,0.9178668260574341,0.7945250272750854,0.6601498126983643,0.7010954022407532,0.9175871014595032,0.2459999074538549,0.9938874840736389,0.8283476829528809,0.7069910764694214,0.9939337372779846,0.8261205554008484,0.7037525177001953,0.994946300983429,0.7859358787536621,0.6473594307899475
93,2.748021537119696e-05,0.9353772401809692,0.9170690178871155,0.8098635077476501,0.6813626885414124,0.7257948517799377,0.9171051979064941,0.21935773640871048,0.9943757653236389,0.8396644592285156,0.7236393690109253,0.9945672154426575,0.8409090638160706,0.7254902124404907,0.9953780174255371,0.8004216551780701,0.6672525405883789
94,2.583969577721684e-05,0.9162019491195679,0.9186716079711914,0.7734408974647522,0.6322538256645203,0.6700780391693115,0.9193798303604126,0.27824094394842785,0.9925652742385864,0.7988038063049316,0.6650069355964661,0.9929841756820679,0.8040623068809509,0.6723279356956482,0.9939504265785217,0.7569938898086548,0.6090025901794434
95,2.4251372651458935e-05,0.9322792291641235,0.9156676530838013,0.8027997612953186,0.6721101403236389,0.7163814306259155,0.9163678288459778,0.23570605864127478,0.9942588210105896,0.8370532393455505,0.7197691798210144,0.9944862723350525,0.8385810256004333,0.7220314741134644,0.9952636957168579,0.7959477305412292,0.6610574722290039
96,2.2716334551255152e-05,0.9266074895858765,0.9178252220153809,0.7930518388748169,0.6586902141571045,0.6997500061988831,0.9177055954933167,0.25157082329193753,0.9942793846130371,0.8367555737495422,0.7193292379379272,0.9943963289260864,0.8366727828979492,0.7192067503929138,0.9950863718986511,0.791653037071228,0.655153751373291
97,2.1235633515042477e-05,0.92862868309021,0.9163336753845215,0.796801745891571,0.6645264029502869,0.7077534794807434,0.9180276393890381,0.24135445058345795,0.9943706393241882,0.838631272315979,0.7221059203147888,0.9945518374443054,0.8402050733566284,0.724442720413208,0.9953458905220032,0.7994241118431091,0.6658671498298645
98,1.981028434134845e-05,0.9405620098114014,0.913496196269989,0.818684995174408,0.6942968964576721,0.7428037524223328,0.9147446751594543,0.2111295834183693,0.9950863718986511,0.8556544780731201,0.7477239966392517,0.9951313138008118,0.854810893535614,0.7464364767074585,0.9956195950508118,0.8084939122200012,0.6785478591918945
99,1.844126389329896e-05,0.931144654750824,0.9187201857566833,0.801792562007904,0.6703671813011169,0.7120267748832703,0.9200586080551147,0.23156559218962988,0.9941380620002747,0.8338069915771484,0.7149818539619446,0.9941881895065308,0.8323385715484619,0.7128254175186157,0.9948434829711914,0.7846294641494751,0.6455886363983154
100,1.7129510429125e-05,0.9334331154823303,0.916208803653717,0.8050633072853088,0.6749855279922485,0.7191201448440552,0.917560338973999,0.22775574028491974,0.9944348931312561,0.8401668071746826,0.7243859171867371,0.9943898916244507,0.8370652198791504,0.7197869420051575,0.9952598214149475,0.7970288991928101,0.6625503301620483
101,1.58759229591274e-05,0.9382272958755493,0.9160561561584473,0.8152757883071899,0.6891425251960754,0.7353367209434509,0.9165611863136292,0.2095158671339353,0.9948191046714783,0.8500781059265137,0.739248514175415,0.9947458505630493,0.8454239368438721,0.7322375774383545,0.9954718351364136,0.8034140467643738,0.6714218854904175
102,1.4681360629539954e-05,0.9279733896255493,0.9164307713508606,0.7955021262168884,0.6620714068412781,0.7046128511428833,0.9175658226013184,0.24241359531879425,0.9941161870956421,0.8335211277008057,0.7145617604255676,0.9939478635787964,0.8267873525619507,0.7047207355499268,0.995190441608429,0.7944422960281372,0.6589832305908203
103,1.3546642133713678e-05,0.9308555126190186,0.9194139242172241,0.8016165494918823,0.6699799299240112,0.7115466594696045,0.9198626279830933,0.2345729519923528,0.9940159916877747,0.8318590521812439,0.7121221423149109,0.9937461614608765,0.8224954009056091,0.6985070705413818,0.995083749294281,0.7915213108062744,0.6549733877182007
104,1.2472545151025103e-05,0.9282124042510986,0.9179084897041321,0.795418918132782,0.661372184753418,0.7030971646308899,0.9183920621871948,0.24398535241683325,0.9935212731361389,0.8200314044952393,0.694960355758667,0.9936805963516235,0.8198667168617249,0.6947237849235535,0.9947304129600525,0.7798829674720764,0.6391870379447937
105,1.14598058138939e-05,0.9356869459152222,0.9138084053993225,0.808614194393158,0.6795661449432373,0.725875198841095,0.9148353338241577,0.21536042292912802,0.9942588210105896,0.8367912769317627,0.7193819880485535,0.9943667650222778,0.8363690376281738,0.7187580466270447,0.9952649474143982,0.7971150279045105,0.6626693606376648
106,1.050911820327423e-05,0.9318757653236389,0.9175546765327454,0.8027607202529907,0.6714615225791931,0.7144240736961365,0.917779803276062,0.23259127885103226,0.9939658641815186,0.8301259279251099,0.7095856666564941,0.993937611579895,0.8262374997138977,0.7039222121238708,0.995043933391571,0.7895684838294983,0.6523032784461975
107,9.621133872966525e-06,0.9327418208122253,0.9164862632751465,0.8038858771324158,0.6732183694839478,0.7169107794761658,0.9174761772155762,0.22892887393633524,0.9942948222160339,0.8375649452209473,0.7205262184143066,0.9942408800125122,0.8335314393043518,0.7145768404006958,0.995272696018219,0.7976459264755249,0.6634034514427185
108,8.796461403074954e-06,0.9306370615959167,0.916451632976532,0.7996634244918823,0.6670843362808228,0.7101251482963562,0.9170094132423401,0.2352867846687635,0.9938733577728271,0.827409029006958,0.705624520778656,0.9937499761581421,0.8217270374298096,0.6973995566368103,0.995028555393219,0.7886600494384766,0.6510642170906067
109,8.035665982917092e-06,0.9322278499603271,0.9178113341331482,0.8035939931869507,0.6726751923561096,0.7154964804649353,0.9181784391403198,0.23257842908302942,0.994099497795105,0.8328357934951782,0.7135549783706665,0.9938913583755493,0.8251948356628418,0.7024100422859192,0.9952006936073303,0.794565737247467,0.6591531038284302
110,7.339269023671306e-06,0.9277408123016357,0.9180194735527039,0.7946029305458069,0.6603296995162964,0.7012857794761658,0.9186642169952393,0.24747861176729202,0.993725597858429,0.8245607614517212,0.70149165391922,0.9937782883644104,0.82252037525177,0.698543131351471,0.994961678981781,0.7866354584693909,0.6483092904090881
111,6.707747801027698e-06,0.9348671436309814,0.9154456853866577,0.8076533675193787,0.678385853767395,0.7234302759170532,0.9159261584281921,0.2291297068198522,0.9942305684089661,0.8354828953742981,0.7174501419067383,0.9942421317100525,0.833339512348175,0.7142948508262634,0.9952251315116882,0.7956444621086121,0.6606392860412598
112,6.141535128087043e-06,0.9348645806312561,0.9167152047157288,0.8084376454353333,0.6796095371246338,0.7241119742393494,0.9170010685920715,0.22121169169743857,0.9945042729377747,0.8425315618515015,0.7279089093208313,0.9944130182266235,0.8379305601119995,0.721067488193512,0.9954075813293457,0.8009357452392578,0.6679673194885254
113,5.641019058732459e-06,0.9355995655059814,0.9159035682678223,0.8097289800643921,0.6814383268356323,0.7265991568565369,0.9169636368751526,0.21661598980426788,0.994677722454071,0.8459306359291077,0.7329981327056885,0.9946417808532715,0.8426176905632019,0.7280375957489014,0.9953767657279968,0.8005985617637634,0.6674984097480774
114,5.20654262167651e-06,0.9326158761978149,0.9163960814476013,0.8034115433692932,0.6726223230361938,0.7164366245269775,0.9172700047492981,0.22896045446395874,0.9940943717956543,0.8328241109848022,0.7135377526283264,0.9941239356994629,0.8303971886634827,0.7099822163581848,0.9951647520065308,0.7935706973075867,0.657784640789032
115,4.838403585366583e-06,0.9364116191864014,0.9174298048019409,0.8116622567176819,0.6840273141860962,0.7286714315414429,0.9178111553192139,0.2196984440088272,0.9943757653236389,0.8396292924880981,0.7235869765281677,0.9945158362388611,0.8404127955436707,0.7247517108917236,0.9953805804252625,0.80057692527771,0.6674683094024658
116,4.536854253909207e-06,0.9350868463516235,0.917769730091095,0.8096203207969666,0.6811097264289856,0.7251469492912292,0.9181363582611084,0.22115680327018103,0.9942716956138611,0.8371803760528564,0.7199572920799255,0.994296133518219,0.835024356842041,0.716774046421051,0.9955052137374878,0.8041872382164001,0.6725025773048401
117,4.30210129415346e-06,0.9301655292510986,0.919517993927002,0.8002539873123169,0.6681475043296814,0.7094041705131531,0.9200356602668762,0.23431533575057983,0.9939979910850525,0.8308650851249695,0.7106664776802063,0.9939581751823425,0.827081561088562,0.7051482796669006,0.9951955676078796,0.794005811214447,0.6583828330039978
118,4.134305594051765e-06,0.9294587969779968,0.9177419543266296,0.7979179620742798,0.6647776365280151,0.7067340016365051,0.9182560443878174,0.23997083803017935,0.993807852268219,0.8267606496810913,0.704681932926178,0.9938181042671204,0.8238051533699036,0.7003985643386841,0.9951236248016357,0.7929736375808716,0.6569646596908569
119,4.033582152395389e-06,0.9310649633407593,0.918498158454895,0.8016355037689209,0.6699923276901245,0.7123286724090576,0.918724775314331,0.2337600365281105,0.9937898516654968,0.8257311582565308,0.7031873464584351,0.9939144849777222,0.8256002068519592,0.702997624874115,0.9949655532836914,0.7870420813560486,0.648861825466156
120,4.000000000000001e-06,0.9352603554725647,0.9169233441352844,0.8090527653694153,0.6802032589912415,0.7248403429985046,0.9168868064880371,0.22468618055184683,0.9942536950111389,0.836549699306488,0.7190248966217041,0.9943783283233643,0.8368085026741028,0.7194073796272278,0.9952868223190308,0.7974151968955994,0.6630843877792358
